18.892,1000,37870
20.9308,1000,37870
22.6799,1000,37870
24.2525,1000,37870
21.9805,1000,37870
22.6273,1000,37870
23.3231,1000,37870
24.6998,1000,37870
26.693,1000,37870
27.141,1000,37870
29.5325,1000,37870
30.8489,1000,37870
32.8379,1000,37870
35.0763,1000,37870
37.0354,1000,37870
38.7451,1000,37870
40.9038,1000,37870
43.9106,1000,37870
46.5848,1000,37870
47.5374,1000,37870
51.0195,1000,37870
53.8726,1000,37870
56.9036,1000,37870
58.9221,1000,37870
61.2481,1000,37870
63.3283,1000,37870
65.1885,1000,37870
65.0636,1000,37870
67.2379,1000,37870
69.1769,1000,37870
72.8308,1000,37870
73.591,1000,37870
73.9189,1000,37870
78.2199,1000,37870
96.0207,1000,37870
94.9797,1000,37870
84.6664,1000,37870
86.9072,1000,37870
92.8434,1000,37870
92.4582,1000,37870
96.6428,1000,37870
98.4639,1000,37870
99.9336,1000,37870
102.848,1000,37870
104.995,1000,37870
105.744,1000,37870
109.055,1000,37870
112.134,1000,37870
129.706,1000,37870
116.566,1000,37870
122.034,1000,37870
120.296,1000,37870
124.276,1000,37870
126.455,1000,37870
129.366,1000,37870
131.555,1000,37870
132.431,1000,37870
165.531,1000,37870
139.652,1000,37870
139.299,1000,37870
145.223,1000,37870
145.883,1000,37870
151.714,1000,37870
149.502,1000,37870
187.867,1000,37870
154.506,1000,37870
160.162,1000,37870
165.908,1000,37870
166.588,1000,37870
171.646,1000,37870
203.265,1000,37870
177.709,1000,37870
178.218,1000,37870
178.092,1000,37870
183.862,1000,37870
188.987,1000,37870
189.724,1000,37870
191.931,1000,37870
193.746,1000,37870
197.316,1000,37870
199.208,1000,37870
203.34,1000,37870
203.273,1000,37870
204.675,1000,37870
209.986,1000,37870
212.98,1000,37870
218.876,1000,37870
218.821,1000,37870
252.179,1000,37870
223.619,1000,37870
226.778,1000,37870
267.179,1000,37870
231.454,1000,37870
233.561,1000,37870
270.612,1000,37870
212.67,1000,37870
215.863,1000,37870
262.686,1000,37870
216.246,1000,37870
219.375,1000,37870
261.31,1000,37870
218.351,1000,37870
219.427,1000,37870
269.794,1000,37870
224.477,1000,37870
227.428,1000,37870
224.573,1000,37870
223.468,1000,37870
224.718,1000,37870
227.108,1000,37870
225.275,1000,37870
228.662,1000,37870
223.454,1000,37870
223.041,1000,37870
223.522,1000,37870
223.05,1000,37870
267.585,1000,37870
218.029,1000,37870
220.495,1000,37870
219.336,1000,37870
216.557,1000,37870
221.291,1000,37870
221.765,1000,37870
220.556,1000,37870
223.934,1000,37870
221.357,1000,37870
270.698,1000,37870
224.748,1000,37870
228.549,1000,37870
226.497,1000,37870
222.949,1000,37870
225.526,1000,37870
223.834,1000,37870
226.485,1000,37870
221.465,1000,37870
220.001,1000,37870
268.855,1000,37870
223.952,1000,37870
220.48,1000,37870
226.527,1000,37870
229.199,1000,37870
223.653,1000,37870
227.047,1000,37870
228.311,1000,37870
225.194,1000,37870
226.092,1000,37870
226.799,1000,37870
223.931,1000,37870
226.917,1000,37870
223.374,1000,37870
226.868,1000,37870
221.562,1000,37870
222.317,1000,37870
221.173,1000,37870
223.072,1000,37870
225.72,1000,37870
225.127,1000,37870
222.132,1000,37870
222.205,1000,37870
220.369,1000,37870
264.268,1000,37870
222.519,1000,37870
227.428,1000,37870
220.154,1000,37870
223.73,1000,37870
215.286,1000,37870
221.606,1000,37870
215.711,1000,37870
220.747,1000,37870
226.986,1000,37870
224.182,1000,37870
226.044,1000,37870
225.325,1000,37870
227.51,1000,37870
269.212,1000,37870
231.706,1000,37870
226.189,1000,37870
225.72,1000,37870
220.907,1000,37870
225.043,1000,37870
224.504,1000,37870
219.368,1000,37870
222.137,1000,37870
225.532,1000,37870
223.774,1000,37870
227.479,1000,37870
225.502,1000,37870
222.09,1000,37870
221.823,1000,37870
219.199,1000,37870
220.277,1000,37870
221.876,1000,37870
220.178,1000,37870
220.847,1000,37870
225.442,1000,37870
220.09,1000,37870
221.358,1000,37870
222.876,1000,37870
226.114,1000,37870
228.367,1000,37870
222.085,1000,37870
225.008,1000,37870
236.84,1000,37870
224.159,1000,37870
222.502,1000,37870
222.113,1000,37870
223.067,1000,37870
218.123,1000,37870
220.194,1000,37870
244.75,1000,37870
227.596,1000,37870
225.296,1000,37870
227.459,1000,37870
219.952,1000,37870
226.021,1000,37870
224.6,1000,37870
263.435,1000,37870
230.319,1000,37870
224.11,1000,37870
227.141,1000,37870
224.57,1000,37870
223.543,1000,37870
224.958,1000,37870
229.733,1000,37870
221.802,1000,37870
221.428,1000,37870
261.341,1000,37870
222.781,1000,37870
222.273,1000,37870
221.591,1000,37870
220.545,1000,37870
220.862,1000,37870
222.015,1000,37870
224.026,1000,37870
219.808,1000,37870
223.566,1000,37870
220.217,1000,37870
219.785,1000,37870
223.362,1000,37870
219.052,1000,37870
22.2902,1000,37870
22.1594,1000,37870
23.0143,1000,37870
24.8182,1000,37870
25.0016,1000,37870
24.9743,1000,37870
27.2413,1000,37870
28.4606,1000,37870
29.9466,1000,37870
32.4408,1000,37870
33.3909,1000,37870
36.1977,1000,37870
38.0232,1000,37870
40.4497,1000,37870
41.5087,1000,37870
44.0952,1000,37870
48.9803,1000,37870
49.0807,1000,37870
53.6081,1000,37870
56.3602,1000,37870
60.54,1000,37870
61.735,1000,37870
66.0171,1000,37870
67.0271,1000,37870
69.3253,1000,37870
73.3266,1000,37870
74.8358,1000,37870
77.126,1000,37870
78.1967,1000,37870
81.5528,1000,37870
86.2666,1000,37870
86.0674,1000,37870
87.9968,1000,37870
87.7461,1000,37870
89.6906,1000,37870
90.4126,1000,37870
94.0816,1000,37870
93.1711,1000,37870
96.1524,1000,37870
99.23,1000,37870
99.2518,1000,37870
100.366,1000,37870
104.437,1000,37870
102.38,1000,37870
103.448,1000,37870
103.305,1000,37870
106.434,1000,37870
106.55,1000,37870
106.427,1000,37870
110.401,1000,37870
110.343,1000,37870
111.309,1000,37870
111.826,1000,37870
120.487,1000,37870
115.149,1000,37870
116,1000,37870
111.168,1000,37870
120.747,1000,37870
122.537,1000,37870
112.14,1000,37870
123.228,1000,37870
124.374,1000,37870
124.364,1000,37870
126.799,1000,37870
128.204,1000,37870
129.312,1000,37870
131.332,1000,37870
131.27,1000,37870
134.892,1000,37870
134.779,1000,37870
134.206,1000,37870
135.548,1000,37870
127.036,1000,37870
139.797,1000,37870
135.626,1000,37870
138.77,1000,37870
135.692,1000,37870
137.171,1000,37870
139.29,1000,37870
139.91,1000,37870
139.083,1000,37870
137.44,1000,37870
140.703,1000,37870
139.968,1000,37870
140.14,1000,37870
141.594,1000,37870
142.433,1000,37870
141.45,1000,37870
143.299,1000,37870
142.857,1000,37870
143.105,1000,37870
140.94,1000,37870
139.479,1000,37870
142.738,1000,37870
140.463,1000,37870
142.117,1000,37870
144.132,1000,37870
141.233,1000,37870
141.747,1000,37870
141.433,1000,37870
141.142,1000,37870
141.164,1000,37870
141.423,1000,37870
141.261,1000,37870
141.867,1000,37870
142.42,1000,37870
140.132,1000,37870
141.493,1000,37870
140.47,1000,37870
139.39,1000,37870
137.426,1000,37870
138.48,1000,37870
139.56,1000,37870
140.223,1000,37870
139.791,1000,37870
140.608,1000,37870
140.416,1000,37870
138.584,1000,37870
139.533,1000,37870
141.333,1000,37870
140.782,1000,37870
139.484,1000,37870
140.51,1000,37870
137.787,1000,37870
140.251,1000,37870
140.228,1000,37870
141.18,1000,37870
142.654,1000,37870
142.737,1000,37870
141.897,1000,37870
141.211,1000,37870
142.355,1000,37870
141.475,1000,37870
139.564,1000,37870
142.248,1000,37870
141.922,1000,37870
141.492,1000,37870
143.476,1000,37870
137.455,1000,37870
141.986,1000,37870
132.094,1000,37870
134.919,1000,37870
140.468,1000,37870
134.491,1000,37870
135.002,1000,37870
142.06,1000,37870
141.72,1000,37870
142.197,1000,37870
144.127,1000,37870
138.389,1000,37870
131.695,1000,37870
135.419,1000,37870
141.449,1000,37870
132.568,1000,37870
140.979,1000,37870
133.396,1000,37870
139.466,1000,37870
133.364,1000,37870
137.509,1000,37870
141.667,1000,37870
142.308,1000,37870
126.603,1000,37870
140.208,1000,37870
135.346,1000,37870
140.523,1000,37870
140.102,1000,37870
140.98,1000,37870
138.996,1000,37870
138.501,1000,37870
142.678,1000,37870
133.865,1000,37870
141.604,1000,37870
141.547,1000,37870
140.098,1000,37870
140.524,1000,37870
140.908,1000,37870
142.377,1000,37870
138.722,1000,37870
141.053,1000,37870
134.213,1000,37870
141.248,1000,37870
136.319,1000,37870
139.55,1000,37870
141.033,1000,37870
140.391,1000,37870
138.39,1000,37870
139.852,1000,37870
139.978,1000,37870
140.799,1000,37870
141.505,1000,37870
131.658,1000,37870
144.173,1000,37870
141.893,1000,37870
130.513,1000,37870
141.376,1000,37870
142.077,1000,37870
135.983,1000,37870
