1.26944,9.38171,16.141,0,0,2.81077,0,0
2.81183,0.392453,2.55886,0.048102,0.538706,2.99568,0.00011,695
4.35085,0.32499,2.09481,0.041792,0.511995,3.24513,0.000128,790
5.97369,0.4305,2.50573,0.043213,0.577191,3.46537,0.000127,872
7.48013,0.343338,2.19045,0.053612,0.493469,3.69455,0.000147,971
9.12449,0.570494,2.91206,0.049278,0.570515,4.04806,0.00011,1046
10.6394,0.465763,3.34504,0.042009,0.634729,4.47342,0.000112,1135
12.1945,0.393294,2.9876,0.043593,0.695144,6.52815,0.009647,1235
13.7936,0.450676,3.02538,0.051438,0.68612,5.08234,0.000139,1318
15.3707,0.467166,3.05613,0.053629,0.688385,5.7225,0.000122,1416
17.0889,0.741751,3.66243,0.047094,0.901967,6.33876,0.000126,1508
18.6859,0.419907,2.96723,0.068902,0.777583,6.7474,0.000165,1601
20.3665,0.819368,5.20497,0.053565,0.678774,7.46773,0.000155,1685
22.0884,0.637376,4.27743,0.047281,0.945969,8.48246,0.000127,1817
23.7663,0.786565,4.87928,0.052611,0.919102,10.7302,0.000128,1910
25.5904,0.667549,5.11623,0.360522,0.853965,19.6684,0.000128,2034
27.4293,0.651237,6.36568,0.092522,0.955165,19.8182,0.000127,2137
30.1074,0.878738,6.95314,0.09044,0.960187,19.8265,0.000186,2236
32.9571,0.926247,7.13338,0.061382,1.27531,10.2413,0.000182,2350
35.6163,0.888562,5.65509,0.041318,1.0306,11.2285,0.000128,2495
38.0868,0.970694,6.7786,0.050497,1.04275,11.4136,0.000209,2605
40.5661,1.01333,7.36674,0.048088,1.23191,12.6798,0.000158,2729
43.0035,0.83327,6.40411,0.045247,1.30129,13.5493,0.000122,2879
45.7256,0.618547,5.83787,0.047753,1.25843,14.0679,0.000133,2987
48.2808,1.19735,8.57594,0.053171,1.18404,15.8988,0.000144,3090
51.0254,0.935971,7.03982,0.053195,1.50375,17.0447,0.000221,3240
53.4842,0.644672,6.44524,0.052137,1.30574,18.8953,0.000176,3350
56.0551,0.6788,7.35836,0.052817,1.4861,21.9347,0.00018,3465
59.1893,0.693782,7.66382,0.0626,1.46763,65.1542,0.000167,3577
61.9695,0.617778,8.67833,0.102417,1.41791,66.6241,0.000148,3690
65.1531,0.991515,8.95442,0.096189,1.77941,30.728,0.000206,3785
67.6659,0.62908,7.83509,0.054152,1.49568,32.2802,0.000144,3903
70.2405,0.616769,7.26821,0.054598,1.51882,33.1144,0.000257,4021
72.7976,0.585297,7.37397,0.050993,1.64016,34.9525,0.000202,4118
75.9065,0.842384,9.31029,0.055745,1.67757,37.5009,0.000191,4217
78.6487,0.62822,7.88064,0.059594,1.63176,39.8707,0.000199,4337
81.9549,0.834998,9.87072,0.057413,1.58106,75.2034,0.000164,4455
84.9685,0.656443,9.93278,0.088508,1.65758,84.3983,0.000195,4561
88.0803,1.04981,11.7213,0.072944,2.40233,42.4575,0.00018,4678
