4.94066e-324,9.74,39.98,0,0,302.27,107.56,0
4.94066e-324,0.05,0.04,0.13,0.71,9.1,39.86,586
4.94066e-324,0.08,0.2,0.16,0.56,9.73,33.36,583
4.94066e-324,0.19,0.58,0.14,0.71,13.34,37.64,583
4.94066e-324,0.06,0.19,0.15,0.6,10.07,32.49,595
4.94066e-324,0.05,0.05,0.14,0.64,9.02,31.67,599
4.94066e-324,0.08,0.17,0.14,0.56,10.61,28.13,601
4.94066e-324,0.1,0.18,0.12,0.65,10.37,30.85,604
4.94066e-324,0.21,0.81,0.16,0.57,16.06,40.61,609
4.94066e-324,0.18,0.71,0.19,0.65,14.57,43.02,626
4.94066e-324,0.26,0.99,0.14,0.69,15.78,39.47,641
4.94066e-324,0.29,1.04,0.2,0.67,19.3,52.93,659
4.94066e-324,0.3,1.22,0.23,0.76,23.37,53.69,681
4.94066e-324,0.6,1.8,0.16,0.78,28.43,58.52,707
4.94066e-324,0.43,1.41,0.19,0.7,26.15,59.3,734
4.94066e-324,0.47,2.11,0.12,0.67,31.81,69.45,759
4.94066e-324,0.67,3.49,0.19,0.99,42.53,82.47,791
4.94066e-324,0.63,3.77,0.15,1.26,46.45,92.83,840
4.94066e-324,0.61,3.44,0.15,1.57,45.6,87.49,889
4.94066e-324,0.57,2.99,0.17,1.24,38.38,84.42,936
4.94066e-324,0.62,2.95,0.17,1.64,47.07,94.16,974
4.94066e-324,0.52,3.02,0.15,2.04,47.05,86.43,1011
4.94066e-324,0.72,3.25,0.17,1.89,53.73,100.72,1055
4.94066e-324,0.96,4.85,0.16,1.74,71.53,131.89,1103
4.94066e-324,1.27,6.78,0.14,1.21,96.59,166.28,1189
4.94066e-324,1.14,5.98,0.16,1.03,91.04,157.95,1301
4.94066e-324,1.04,5.82,0.16,1.05,89.9,153.94,1403
4.94066e-324,0.87,4.36,0.19,0.89,80.39,126.3,1498
4.94066e-324,0.91,4.79,0.15,1.59,87.53,144.64,1575
4.94066e-324,1.14,6.21,0.18,0.91,106.17,171.71,1653
4.94066e-324,0.93,5.32,0.22,1.37,97.05,163.35,1754
4.94066e-324,0.92,4.94,0.24,1.44,97.8,160.56,1831
4.94066e-324,0.99,6.93,0.18,2,120.63,194.77,1898
4.94066e-324,1.11,7.65,0.17,5.13,132.29,217.15,1968
